LE_FS,BL,WL,Section Span,LE_Sweep,Dihedral,Hinge_index,Input Type
170.0,0.0,0.0,80.0,30.0,0.0,-1.0,0
216.18802153517007,80.0,0.0,80.0,30.0,0.0,0.0,1
262.37604307034013,160.0,0.0,160.0,40.0,20.0,-1.0,1
396.6319840587049,320.0,58.235237482592375,0.0,0.0,0.0,-1.0,1
