LE_FS,BL,WL,Section Span,LE_Sweep,Dihedral,Hinge_index,Input Type
400.0,0.0,1.75,10.5,0.0,0.0,-1.0,0
400.0,10.5,1.75,94.5,0.0,0.0,1.0,1
400.0,105.0,1.75,0.0,0.0,0.0,-1.0,1
