LE_FS,BL,WL,Section Span,LE_Sweep,Dihedral,Hinge_index,Input Type
0.0,0.0,0.0,75.0,10.0,0.0,-1.0,0
13.224523553134873,75.0,0.0,35.0,10.0,0.0,0.0,1
19.39596787793115,110.0,0.0,0.0,0.0,0.0,-1.0,1
